"","Time","P"
"25164",2011-03-29 08:55:00,0.0333333333333333
"25165",2011-03-29 09:00:00,0.0333333333333333
"25166",2011-03-29 09:05:00,0.0583333333333333
"25167",2011-03-29 09:10:00,0.116666666666667
"25168",2011-03-29 09:15:00,0.075
"25169",2011-03-29 09:20:00,0.1
"25170",2011-03-29 09:25:00,0.1
"25171",2011-03-29 09:30:00,0.133333333333333
"25172",2011-03-29 09:35:00,0.116666666666667
"25173",2011-03-29 09:40:00,0.075
"25174",2011-03-29 09:45:00,0.075
"25175",2011-03-29 09:50:00,0.075
"25176",2011-03-29 09:55:00,0.208333333333333
"25177",2011-03-29 10:00:00,0.116666666666667
"25178",2011-03-29 10:05:00,0.133333333333333
"25179",2011-03-29 10:10:00,0.175
"25180",2011-03-29 10:15:00,0.0666666666666667
"25181",2011-03-29 10:20:00,0.108333333333333
"25182",2011-03-29 10:25:00,0.175
"25183",2011-03-29 10:30:00,0.175
"25184",2011-03-29 10:35:00,0.175
"25185",2011-03-29 10:40:00,0.175
"25186",2011-03-29 10:45:00,0.0833333333333333
"25187",2011-03-29 10:50:00,0.133333333333333
"25188",2011-03-29 10:55:00,0.15
"25189",2011-03-29 11:00:00,0.216666666666667
"25190",2011-03-29 11:05:00,0.175
"25191",2011-03-29 11:10:00,0.133333333333333
"25192",2011-03-29 11:15:00,0.225
"25193",2011-03-29 11:20:00,0.2
"25194",2011-03-29 11:25:00,0.225
"25195",2011-03-29 11:30:00,0.158333333333333
"25196",2011-03-29 11:35:00,0.308333333333333
"25197",2011-03-29 11:40:00,0.133333333333333
"25198",2011-03-29 11:45:00,0.175
"25199",2011-03-29 11:50:00,0.225
"25200",2011-03-29 11:55:00,0.175
"25201",2011-03-29 12:00:00,0.133333333333333
"25202",2011-03-29 12:05:00,0.125
"25203",2011-03-29 12:10:00,0.15
"25204",2011-03-29 12:15:00,0.216666666666667
"25205",2011-03-29 12:20:00,0.15
"25206",2011-03-29 12:25:00,0.15
"25207",2011-03-29 12:30:00,0.258333333333333
"25208",2011-03-29 12:35:00,0.175
"25209",2011-03-29 12:40:00,0.0833333333333333
"25210",2011-03-29 12:45:00,0.15
"25211",2011-03-29 12:50:00,0.0833333333333333
"25212",2011-03-29 12:55:00,0.283333333333333
"25213",2011-03-29 13:00:00,0.125
"25214",2011-03-29 13:05:00,0.216666666666667
"25215",2011-03-29 13:10:00,0.341666666666667
"25216",2011-03-29 13:15:00,0.3
"25217",2011-03-29 13:20:00,0.283333333333333
